box_pos_x,box_pos_y,box_pos_z,change_pos,collisions,energy,pos_x,pos_y,pos_z,t,vel_x,vel_y,vel_z
-4.2736503680519867e-08,9.394481987350965e-09,7.986040425331932e-09,1.8261785942238503e-09,439,1.106141763954167e-21,4.072634963194841e-07,5.9394481987349434e-08,-6.920139595746683e-07,5.23e-08,163.5636653442043,-137.8987314229968,-12.855827024147333
-4.110086702707782e-08,8.015494673120997e-09,7.857482155090459e-09,2.14323132296487e-09,439,1.523569920651906e-21,4.088991329729261e-07,5.8015494673119467e-08,-6.921425178449097e-07,5.2309999999999997e-08,163.5636653442043,-137.8987314229968,-12.855827024147333
-3.946523037363578e-08,6.63650735889103e-09,7.728923884848986e-09,2.14323132296487e-09,439,1.523569920651906e-21,4.1053476962636816e-07,5.66365073588895e-08,-6.922710761151512e-07,5.2319999999999995e-08,163.5636653442043,-137.8987314229968,-12.855827024147333
-3.7829593720193735e-08,5.257520044661062e-09,7.600365614607513e-09,2.14323132296487e-09,439,1.523569920651906e-21,4.121704062798102e-07,5.525752004465953e-08,-6.923996343853927e-07,5.233e-08,163.5636653442043,-137.8987314229968,-12.855827024147333
-3.619395706675169e-08,3.878532730431094e-09,7.47180734436604e-09,2.14323132296487e-09,439,1.523569920651906e-21,4.1380604293325223e-07,5.387853273042956e-08,-6.925281926556341e-07,5.234e-08,163.5636653442043,-137.8987314229968,-12.855827024147333
-3.455832041330965e-08,2.4995454162011263e-09,7.343249074124566e-09,2.14323132296487e-09,440,1.523569920651906e-21,4.1544167958669427e-07,5.2499545416199595e-08,-6.926567509258756e-07,5.2349999999999996e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
-3.76107911161499e-08,-1.53995212172167e-09,7.18520609616594e-09,5.065579466701158e-09,440,8.511038594995316e-21,4.1238920888385404e-07,4.84600478782768e-08,-6.928147939038342e-07,5.2359999999999994e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
-4.066326181899015e-08,-5.579449659644466e-09,7.027163118207314e-09,5.065579466701158e-09,440,8.511038594995316e-21,4.093367381810138e-07,4.4420550340354005e-08,-6.929728368817928e-07,5.237e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
-4.3715732521830396e-08,-9.618947197567263e-09,6.8691201402486875e-09,5.065579466701158e-09,440,8.511038594995316e-21,4.062842674781736e-07,4.038105280243121e-08,-6.931308798597513e-07,5.2379999999999997e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
-4.6768203224670646e-08,-1.3658444735490059e-08,6.711077162290061e-09,5.065579466701158e-09,440,8.511038594995316e-21,4.0323179677533335e-07,3.6341555264508414e-08,-6.932889228377099e-07,5.2389999999999995e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
-4.9820673927510896e-08,-1.7697942273412854e-08,6.553034184331435e-09,5.065579466701158e-09,440,8.511038594995316e-21,4.001793260724931e-07,3.230205772658562e-08,-6.934469658156685e-07,5.24e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
-5.2873144630351145e-08,-2.173743981133565e-08,6.394991206372809e-09,5.065579466701158e-09,440,8.511038594995316e-21,3.971268553696529e-07,2.8262560188662823e-08,-6.936050087936271e-07,5.241e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
4.40743846668086e-08,-2.5776937349258445e-08,6.2369482284141825e-09,5.065579466701158e-09,440,8.511038594995316e-21,3.9407438466681266e-07,2.4223062650740028e-08,-6.937630517715856e-07,5.2419999999999996e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
4.102191396396835e-08,-2.9816434887181243e-08,6.078905250455556e-09,5.065579466701158e-09,440,8.511038594995316e-21,3.9102191396397243e-07,2.0183565112817232e-08,-6.939210947495442e-07,5.2429999999999994e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
3.79694432611281e-08,-3.385593242510404e-08,5.92086227249693e-09,5.065579466701158e-09,440,8.511038594995316e-21,3.879694432611322e-07,1.6144067574894437e-08,-6.940791377275028e-07,5.244e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
3.491697255828785e-08,-3.7895429963026834e-08,5.762819294538304e-09,5.065579466701158e-09,440,8.511038594995316e-21,3.8491697255829197e-07,1.2104570036971642e-08,-6.942371807054614e-07,5.2449999999999997e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
