box_pos_x,box_pos_y,box_pos_z,change_pos,collisions,energy,pos_x,pos_y,pos_z,t,vel_x,vel_y,vel_z
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,426.466737036556,104.07803207736158,23.00810981837587
4.26466737036556e-09,1.0407803207736157e-09,2.3008109818375869e-10,4.395855862936338e-09,0,6.40930858662031e-21,4.26466737036556e-09,1.0407803207736157e-09,2.3008109818375869e-10,1e-11,426.466737036556,104.07803207736158,23.00810981837587
8.52933474073112e-09,2.0815606415472314e-09,4.6016219636751737e-10,4.395855862936338e-09,0,6.40930858662031e-21,8.52933474073112e-09,2.0815606415472314e-09,4.6016219636751737e-10,2e-11,426.466737036556,104.07803207736158,23.00810981837587
1.279400211109668e-08,3.122340962320847e-09,6.90243294551276e-10,4.395855862936338e-09,0,6.40930858662031e-21,1.279400211109668e-08,3.122340962320847e-09,6.90243294551276e-10,3e-11,426.466737036556,104.07803207736158,23.00810981837587
1.705866948146224e-08,4.163121283094463e-09,9.203243927350347e-10,4.395855862936338e-09,0,6.40930858662031e-21,1.705866948146224e-08,4.163121283094463e-09,9.203243927350347e-10,4e-11,426.466737036556,104.07803207736158,23.00810981837587
2.1323336851827802e-08,5.203901603868078e-09,1.1504054909187935e-09,4.395855862936338e-09,1,6.40930858662031e-21,2.1323336851827802e-08,5.203901603868078e-09,1.1504054909187935e-09,4.9999999999999995e-11,532.9105394933794,88.27988582200295,52.90534006833122
2.6652442246761597e-08,6.086700462088108e-09,1.6794588916021057e-09,5.427577326502279e-09,1,9.770939708015915e-21,2.6652442246761597e-08,6.086700462088108e-09,1.6794588916021057e-09,6e-11,532.9105394933794,88.27988582200295,52.90534006833122
3.198154764169539e-08,6.9694993203081374e-09,2.2085122922854176e-09,5.427577326502279e-09,1,9.770939708015915e-21,3.198154764169539e-08,6.9694993203081374e-09,2.2085122922854176e-09,6.999999999999999e-11,532.9105394933794,88.27988582200295,52.90534006833122
3.7310653036629186e-08,7.852298178528167e-09,2.73756569296873e-09,5.427577326502279e-09,1,9.770939708015915e-21,3.7310653036629186e-08,7.852298178528167e-09,2.73756569296873e-09,8e-11,532.9105394933794,88.27988582200295,52.90534006833122
4.263975843156298e-08,8.735097036748196e-09,3.266619093652042e-09,5.427577326502279e-09,2,9.770939708015915e-21,4.263975843156298e-08,8.735097036748196e-09,3.266619093652042e-09,9e-11,503.8289006785026,161.13638053239285,-23.71324109226797
4.7678047438348004e-08,1.0346460842072125e-08,3.0294866827293624e-09,5.295005307769658e-09,2,9.299446364575476e-21,4.7678047438348004e-08,1.0346460842072125e-08,3.0294866827293624e-09,9.999999999999999e-11,503.8289006785026,161.13638053239285,-23.71324109226797
5.271633644513303e-08,1.1957824647396053e-08,2.7923542718066828e-09,5.295005307769658e-09,2,9.299446364575476e-21,5.271633644513303e-08,1.1957824647396053e-08,2.7923542718066828e-09,1.1e-10,503.8289006785026,161.13638053239285,-23.71324109226797
7.754625451918056e-09,1.3569188452719982e-08,2.555221860884003e-09,5.295005307769658e-09,2,9.299446364575476e-21,5.775462545191805e-08,1.3569188452719982e-08,2.555221860884003e-09,1.2e-10,503.8289006785026,161.13638053239285,-23.71324109226797
1.2792914458703082e-08,1.518055225804391e-08,2.3180894499613236e-09,5.295005307769658e-09,2,9.299446364575476e-21,6.279291445870307e-08,1.518055225804391e-08,2.3180894499613236e-09,1.3e-10,503.8289006785026,161.13638053239285,-23.71324109226797
1.783120346548811e-08,1.679191606336784e-08,2.080957039038644e-09,5.295005307769658e-09,2,9.299446364575476e-21,6.78312034654881e-08,1.679191606336784e-08,2.080957039038644e-09,1.3999999999999998e-10,503.8289006785026,161.13638053239285,-23.71324109226797
